/usr/local/lib/python2.7/dist-packages/tensorflow/python/ops/gradients_impl.py:96: UserWarning: Converting sparse IndexedSlices to a dense Tensor of unknown shape. This may consume a large amount of memory.
  "Converting sparse IndexedSlices to a dense Tensor of unknown shape. "
2017-12-25 21:48:49,926 : Finished building computation graph for training.
2017-12-25 21:48:52,522 : Read in training data successfully.
2017-12-25 21:48:52.548060: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2017-12-25 21:48:53.373907: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: GeForce GTX 1080 major: 6 minor: 1 memoryClockRate(GHz): 1.873
pciBusID: 0000:03:00.0
totalMemory: 7.92GiB freeMemory: 7.80GiB
2017-12-25 21:48:53.373940: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: GeForce GTX 1080, pci bus id: 0000:03:00.0, compute capability: 6.1)
2017-12-25 21:48:54,127 : Epoch 0 started:
2017-12-25 21:54:49,778 : Iter 320, training loss: 21.501068
2017-12-25 21:54:52,223 : Iter 330, training loss: 21.493570
2017-12-25 21:54:54,753 : Iter 340, training loss: 21.303884
2017-12-25 21:54:57,200 : Iter 350, training loss: 21.251613
2017-12-25 21:54:58,355 : Epoch 3, training loss: 21.299436
2017-12-25 21:55:00,051 : Epoch 3, validation loss: 18.269922
2017-12-25 21:55:00,152 : Training checkpoint has been saved.
2017-12-25 21:55:00,152 : Epoch 4 started:
2017-12-25 21:55:00,372 : Iter 0, training loss: 10.926825
2017-12-25 21:55:03,157 : Iter 10, training loss: 12.009365
2017-12-25 21:55:05,540 : Iter 20, training loss: 13.864755
2017-12-25 21:55:08,100 : Iter 30, training loss: 13.989219
2017-12-25 21:55:10,754 : Iter 40, training loss: 13.660601
2017-12-25 21:55:13,431 : Iter 50, training loss: 15.269315
2017-12-25 21:55:16,011 : Iter 60, training loss: 15.373755
2017-12-25 21:55:18,649 : Iter 70, training loss: 15.180835
2017-12-25 21:55:21,296 : Iter 80, training loss: 14.996987
2017-12-25 21:55:23,802 : Iter 90, training loss: 15.788356
2017-12-25 21:55:26,254 : Iter 100, training loss: 15.794137
2017-12-25 21:55:28,839 : Iter 110, training loss: 16.058070
2017-12-25 21:55:31,284 : Iter 120, training loss: 15.571511
2017-12-25 21:55:33,801 : Iter 130, training loss: 15.882020
2017-12-25 21:55:36,341 : Iter 140, training loss: 15.601717
2017-12-25 21:55:38,747 : Iter 150, training loss: 15.732149
2017-12-25 21:55:41,344 : Iter 160, training loss: 15.913737
2017-12-25 21:55:43,979 : Iter 170, training loss: 16.612970
2017-12-25 21:55:46,424 : Iter 180, training loss: 16.330746
2017-12-25 21:55:48,845 : Iter 190, training loss: 16.041412
2017-12-25 21:55:51,322 : Iter 200, training loss: 16.294871
2017-12-25 21:55:53,840 : Iter 210, training loss: 16.086346
2017-12-25 21:55:56,198 : Iter 220, training loss: 16.067219
2017-12-25 21:55:58,806 : Iter 230, training loss: 15.994079
2017-12-25 21:56:01,393 : Iter 240, training loss: 16.254741
2017-12-25 21:56:04,067 : Iter 250, training loss: 16.417719
2017-12-25 21:56:06,442 : Iter 260, training loss: 16.642377
2017-12-25 21:56:08,780 : Iter 270, training loss: 16.413152
2017-12-25 21:56:11,279 : Iter 280, training loss: 16.773905
2017-12-25 21:56:13,816 : Iter 290, training loss: 16.687661
2017-12-25 21:56:16,272 : Iter 300, training loss: 16.479939
2017-12-25 21:56:18,725 : Iter 310, training loss: 16.761935
2017-12-25 21:56:21,306 : Iter 320, training loss: 16.974570
2017-12-25 21:56:23,771 : Iter 330, training loss: 16.870522
2017-12-25 21:56:26,420 : Iter 340, training loss: 16.859326
2017-12-25 21:56:28,958 : Iter 350, training loss: 16.789560
2017-12-25 21:56:30,158 : Epoch 4, training loss: 16.937614
2017-12-25 21:56:31,711 : Epoch 4, validation loss: 19.966710
2017-12-25 21:56:31,809 : Training checkpoint has been saved.
2017-12-25 21:56:31,810 : Epoch 5 started:
2017-12-25 21:56:32,059 : Iter 0, training loss: 9.991239
2017-12-25 21:56:34,626 : Iter 10, training loss: 13.610701
2017-12-25 21:56:37,097 : Iter 20, training loss: 11.709698
2017-12-25 21:56:39,397 : Iter 30, training loss: 11.739109
2017-12-25 21:56:41,802 : Iter 40, training loss: 13.740696
2017-12-25 21:56:44,375 : Iter 50, training loss: 12.892823
2017-12-25 21:56:46,837 : Iter 60, training loss: 13.777853
2017-12-25 21:56:49,288 : Iter 70, training loss: 13.326712
2017-12-25 21:56:51,826 : Iter 80, training loss: 14.404168
2017-12-25 21:56:54,350 : Iter 90, training loss: 14.348780
2017-12-25 21:56:56,882 : Iter 100, training loss: 14.687375
2017-12-25 21:56:59,436 : Iter 110, training loss: 14.424536
2017-12-25 21:57:01,830 : Iter 120, training loss: 14.223166
2017-12-25 21:57:04,291 : Iter 130, training loss: 14.722807
2017-12-25 21:57:06,878 : Iter 140, training loss: 14.548070
2017-12-25 21:57:09,410 : Iter 150, training loss: 14.466196
2017-12-25 21:57:11,961 : Iter 160, training loss: 14.242202
2017-12-25 21:57:14,645 : Iter 170, training loss: 14.077651
2017-12-25 21:57:17,088 : Iter 180, training loss: 14.034480
2017-12-25 21:57:19,500 : Iter 190, training loss: 13.933157
2017-12-25 21:57:22,198 : Iter 200, training loss: 14.099849
2017-12-25 21:57:24,642 : Iter 210, training loss: 13.862143
2017-12-25 21:57:26,916 : Iter 220, training loss: 14.056343
2017-12-25 21:57:29,599 : Iter 230, training loss: 13.962666
2017-12-25 21:57:32,117 : Iter 240, training loss: 14.096936
2017-12-25 21:57:34,675 : Iter 250, training loss: 13.888839
2017-12-25 21:57:37,246 : Iter 260, training loss: 13.662978
2017-12-25 21:57:39,597 : Iter 270, training loss: 13.765553
2017-12-25 21:57:42,006 : Iter 280, training loss: 13.611985
2017-12-25 21:57:44,474 : Iter 290, training loss: 13.581852
2017-12-25 21:57:46,914 : Iter 300, training loss: 13.574481
2017-12-25 21:57:49,244 : Iter 310, training loss: 13.426165
2017-12-25 21:57:51,680 : Iter 320, training loss: 13.842100
2017-12-25 21:57:54,096 : Iter 330, training loss: 13.729035
2017-12-25 21:57:56,453 : Iter 340, training loss: 13.721953
2017-12-25 21:57:59,038 : Iter 350, training loss: 13.807116
2017-12-25 21:58:00,267 : Epoch 5, training loss: 13.766390
2017-12-25 21:58:01,802 : Epoch 5, validation loss: 13.977047
2017-12-25 21:58:01,901 : Training checkpoint has been saved.
2017-12-25 21:58:01,901 : Epoch 6 started:
2017-12-25 21:58:02,156 : Iter 0, training loss: 7.752838
2017-12-25 21:58:04,522 : Iter 10, training loss: 7.576413
2017-12-25 21:58:06,965 : Iter 20, training loss: 7.835982
2017-12-25 21:58:09,492 : Iter 30, training loss: 7.995377
2017-12-25 21:58:12,033 : Iter 40, training loss: 8.781719
2017-12-25 21:58:14,537 : Iter 50, training loss: 8.944430
2017-12-25 21:58:17,104 : Iter 60, training loss: 9.014376
2017-12-25 21:58:19,667 : Iter 70, training loss: 8.683015
2017-12-25 21:58:22,175 : Iter 80, training loss: 8.852541
2017-12-25 21:58:24,654 : Iter 90, training loss: 9.071475
2017-12-25 21:58:27,182 : Iter 100, training loss: 8.825629
2017-12-25 21:58:29,802 : Iter 110, training loss: 9.297820
2017-12-25 21:58:32,290 : Iter 120, training loss: 9.110406
2017-12-25 21:58:34,566 : Iter 130, training loss: 9.312306
2017-12-25 21:58:37,177 : Iter 140, training loss: 9.539893
2017-12-25 21:58:39,782 : Iter 150, training loss: 9.628474
2017-12-25 21:58:42,381 : Iter 160, training loss: 9.593752
2017-12-25 21:58:44,763 : Iter 170, training loss: 10.071078
2017-12-25 21:58:47,313 : Iter 180, training loss: 9.973021
2017-12-25 21:58:49,882 : Iter 190, training loss: 9.897421
2017-12-25 21:58:52,401 : Iter 200, training loss: 9.907134
2017-12-25 21:58:54,845 : Iter 210, training loss: 10.021341
2017-12-25 21:58:57,318 : Iter 220, training loss: 9.943509
2017-12-25 21:58:59,824 : Iter 230, training loss: 9.979539
2017-12-25 21:59:02,407 : Iter 240, training loss: 9.874807
2017-12-25 21:59:04,892 : Iter 250, training loss: 9.893805
2017-12-25 21:59:07,405 : Iter 260, training loss: 9.832798
2017-12-25 21:59:09,777 : Iter 270, training loss: 9.826777
2017-12-25 21:59:12,278 : Iter 280, training loss: 9.725907
2017-12-25 21:59:14,721 : Iter 290, training loss: 9.757463
2017-12-25 21:59:17,201 : Iter 300, training loss: 9.762841
2017-12-25 21:59:19,717 : Iter 310, training loss: 9.724225
2017-12-25 21:59:22,170 : Iter 320, training loss: 9.783500
2017-12-25 21:59:24,746 : Iter 330, training loss: 9.755244
2017-12-25 21:59:27,369 : Iter 340, training loss: 9.951464
2017-12-25 21:59:29,671 : Iter 350, training loss: 9.975348
2017-12-25 21:59:30,866 : Epoch 6, training loss: 10.093509
2017-12-25 21:59:32,624 : Epoch 6, validation loss: 29.610331
2017-12-25 21:59:32,746 : Training checkpoint has been saved.
2017-12-25 21:59:32,746 : Epoch 7 started:
2017-12-25 21:59:32,959 : Iter 0, training loss: 20.322856
2017-12-25 21:59:35,260 : Iter 10, training loss: 8.124684
2017-12-25 21:59:37,858 : Iter 20, training loss: 9.316300
2017-12-25 21:59:40,520 : Iter 30, training loss: 9.019029
2017-12-25 21:59:43,090 : Iter 40, training loss: 8.783117
2017-12-25 21:59:45,785 : Iter 50, training loss: 8.292561
2017-12-25 21:59:48,296 : Iter 60, training loss: 8.187671
2017-12-25 21:59:50,864 : Iter 70, training loss: 7.819760
2017-12-25 21:59:53,300 : Iter 80, training loss: 7.776848
2017-12-25 21:59:56,002 : Iter 90, training loss: 8.159592
2017-12-25 21:59:58,481 : Iter 100, training loss: 8.077219
2017-12-25 22:00:01,093 : Iter 110, training loss: 8.032448
2017-12-25 22:00:03,677 : Iter 120, training loss: 8.162786
2017-12-25 22:00:06,295 : Iter 130, training loss: 8.092861
2017-12-25 22:00:08,750 : Iter 140, training loss: 7.999332
2017-12-25 22:00:11,151 : Iter 150, training loss: 7.933695
2017-12-25 22:00:13,532 : Iter 160, training loss: 8.659159
2017-12-25 22:00:16,023 : Iter 170, training loss: 8.650875
2017-12-25 22:00:18,621 : Iter 180, training loss: 8.549027
2017-12-25 22:00:21,082 : Iter 190, training loss: 8.560486
2017-12-25 22:00:23,456 : Iter 200, training loss: 8.511652
2017-12-25 22:00:25,922 : Iter 210, training loss: 8.621325
2017-12-25 22:00:28,335 : Iter 220, training loss: 8.521484
2017-12-25 22:00:30,959 : Iter 230, training loss: 8.458573
2017-12-25 22:00:33,544 : Iter 240, training loss: 8.595903
2017-12-25 22:00:36,165 : Iter 250, training loss: 8.598781
2017-12-25 22:00:38,574 : Iter 260, training loss: 8.808664
2017-12-25 22:00:41,114 : Iter 270, training loss: 8.764023
2017-12-25 22:00:43,622 : Iter 280, training loss: 8.845996
2017-12-25 22:00:46,025 : Iter 290, training loss: 8.867277
2017-12-25 22:00:48,535 : Iter 300, training loss: 8.809604
2017-12-25 22:00:51,123 : Iter 310, training loss: 8.865892
2017-12-25 22:00:53,595 : Iter 320, training loss: 8.841532
2017-12-25 22:00:56,121 : Iter 330, training loss: 8.886597
2017-12-25 22:00:58,384 : Iter 340, training loss: 8.886956
2017-12-25 22:01:00,875 : Iter 350, training loss: 8.900058
2017-12-25 22:01:02,141 : Epoch 7, training loss: 8.865854
2017-12-25 22:01:03,629 : Epoch 7, validation loss: 11.862123
2017-12-25 22:01:03,737 : Training checkpoint has been saved.
2017-12-25 22:01:03,737 : Epoch 8 started:
2017-12-25 22:01:04,025 : Iter 0, training loss: 4.648566
2017-12-25 22:01:06,382 : Iter 10, training loss: 4.461179
2017-12-25 22:01:08,860 : Iter 20, training loss: 4.296829
2017-12-25 22:01:11,197 : Iter 30, training loss: 4.598042
2017-12-25 22:01:13,838 : Iter 40, training loss: 4.959963
2017-12-25 22:01:16,200 : Iter 50, training loss: 4.889371
2017-12-25 22:01:18,805 : Iter 60, training loss: 5.104654
2017-12-25 22:01:21,531 : Iter 70, training loss: 5.333742
2017-12-25 22:01:24,034 : Iter 80, training loss: 5.265292
2017-12-25 22:01:26,503 : Iter 90, training loss: 5.207882
2017-12-25 22:01:28,959 : Iter 100, training loss: 5.364941
2017-12-25 22:01:31,639 : Iter 110, training loss: 6.241066
2017-12-25 22:01:33,956 : Iter 120, training loss: 6.179772
2017-12-25 22:01:36,457 : Iter 130, training loss: 6.133707
2017-12-25 22:01:39,083 : Iter 140, training loss: 6.481598
2017-12-25 22:01:41,657 : Iter 150, training loss: 6.391307
2017-12-25 22:01:44,052 : Iter 160, training loss: 6.851504
2017-12-25 22:01:46,408 : Iter 170, training loss: 6.758947
2017-12-25 22:01:49,073 : Iter 180, training loss: 6.793047
2017-12-25 22:01:51,501 : Iter 190, training loss: 6.748804
2017-12-25 22:01:53,913 : Iter 200, training loss: 6.810757
2017-12-25 22:01:56,508 : Iter 210, training loss: 6.708131
2017-12-25 22:01:59,122 : Iter 220, training loss: 6.631666
2017-12-25 22:02:01,624 : Iter 230, training loss: 6.600673
2017-12-25 22:02:04,042 : Iter 240, training loss: 6.570847
2017-12-25 22:02:06,450 : Iter 250, training loss: 6.685591
2017-12-25 22:02:08,925 : Iter 260, training loss: 6.633593
2017-12-25 22:02:11,435 : Iter 270, training loss: 6.674446
2017-12-25 22:02:13,847 : Iter 280, training loss: 6.658927
2017-12-25 22:02:16,270 : Iter 290, training loss: 6.697230
2017-12-25 22:02:18,716 : Iter 300, training loss: 6.687320
2017-12-25 22:02:21,227 : Iter 310, training loss: 6.713543
2017-12-25 22:02:23,781 : Iter 320, training loss: 6.817879
2017-12-25 22:02:26,107 : Iter 330, training loss: 6.786943
2017-12-25 22:02:28,670 : Iter 340, training loss: 6.854511
2017-12-25 22:02:31,045 : Iter 350, training loss: 6.838334
2017-12-25 22:02:32,304 : Epoch 8, training loss: 6.836592
2017-12-25 22:02:33,841 : Epoch 8, validation loss: 12.784795
2017-12-25 22:02:33,939 : Training checkpoint has been saved.
2017-12-25 22:02:33,940 : Epoch 9 started:
2017-12-25 22:02:34,193 : Iter 0, training loss: 4.510450
2017-12-25 22:02:36,890 : Iter 10, training loss: 5.743207
2017-12-25 22:02:39,340 : Iter 20, training loss: 5.031512
2017-12-25 22:02:41,799 : Iter 30, training loss: 5.027545
2017-12-25 22:02:44,310 : Iter 40, training loss: 5.307077
2017-12-25 22:02:46,919 : Iter 50, training loss: 5.016960
2017-12-25 22:02:49,510 : Iter 60, training loss: 4.894689
2017-12-25 22:02:52,077 : Iter 70, training loss: 4.763106
2017-12-25 22:02:54,447 : Iter 80, training loss: 4.668839
2017-12-25 22:02:56,900 : Iter 90, training loss: 4.771946
2017-12-25 22:02:59,522 : Iter 100, training loss: 4.697773
2017-12-25 22:03:02,045 : Iter 110, training loss: 4.685724
2017-12-25 22:03:04,625 : Iter 120, training loss: 4.625811
2017-12-25 22:03:07,244 : Iter 130, training loss: 4.923941
2017-12-25 22:03:09,900 : Iter 140, training loss: 4.964286
2017-12-25 22:03:12,395 : Iter 150, training loss: 4.903165
2017-12-25 22:03:14,857 : Iter 160, training loss: 4.863714
2017-12-25 22:03:17,285 : Iter 170, training loss: 5.007324
2017-12-25 22:03:19,745 : Iter 180, training loss: 4.946495
2017-12-25 22:03:22,225 : Iter 190, training loss: 4.882362
2017-12-25 22:03:24,725 : Iter 200, training loss: 4.851460
2017-12-25 22:03:27,240 : Iter 210, training loss: 4.793427
2017-12-25 22:03:29,865 : Iter 220, training loss: 4.743603
2017-12-25 22:03:32,197 : Iter 230, training loss: 4.960009
2017-12-25 22:03:34,841 : Iter 240, training loss: 4.930627
2017-12-25 22:03:37,244 : Iter 250, training loss: 4.894113
2017-12-25 22:03:39,556 : Iter 260, training loss: 4.857127
2017-12-25 22:03:41,869 : Iter 270, training loss: 4.894441
2017-12-25 22:03:44,223 : Iter 280, training loss: 4.931646
2017-12-25 22:03:46,727 : Iter 290, training loss: 4.923901
2017-12-25 22:03:49,162 : Iter 300, training loss: 4.914954
2017-12-25 22:03:51,725 : Iter 310, training loss: 4.896072
2017-12-25 22:03:54,160 : Iter 320, training loss: 4.866990
2017-12-25 22:03:56,576 : Iter 330, training loss: 4.883030
2017-12-25 22:03:59,392 : Iter 340, training loss: 4.876581
2017-12-25 22:04:01,796 : Iter 350, training loss: 4.849948
2017-12-25 22:04:02,934 : Epoch 9, training loss: 4.853296
2017-12-25 22:04:04,390 : Epoch 9, validation loss: 11.243053
2017-12-25 22:04:04,647 : Training checkpoint has been saved.
2017-12-25 22:04:04,661 : Training process has been finished.
